dataset,best_node.mean,best_node.sd,elite_nn.mean,elite_nn.sd,linear_discr.mean,linear_discr.sd,naive_bayes.mean,naive_bayes.sd,one_nn.mean,one_nn.sd,random_node.mean,random_node.sd,worst_node.mean,worst_node.sd,attr_to_inst,cat_to_num,freq_class.mean,freq_class.sd,inst_to_attr,nr_attr,nr_bin,nr_cat,nr_class,nr_inst,nr_num,num_to_cat,can_cor.mean,can_cor.sd,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_cor_attr,nr_disc,nr_norm,nr_outliers,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var_importance.mean,var_importance.sd,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,class_conc.mean,class_conc.sd,class_ent,eq_num_attr,joint_ent.mean,joint_ent.sd,mut_inf.mean,mut_inf.sd,ns_ratio,ch,int,nre,pb,sc,sil,vdb,vdu,c1,c2,cls_coef,density,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,hubs.mean,hubs.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lsc,n1,n2.mean,n2.sd,n3.mean,n3.sd,n4.mean,n4.sd,t1,t2,t3,t4,one_itemset.mean,one_itemset.sd,two_itemset.mean,two_itemset.sd,cohesiveness.mean,cohesiveness.sd,conceptvar.mean,conceptvar.sd,impconceptvar.mean,impconceptvar.sd,wg_dist.mean,wg_dist.sd,time_seconds
machine_cpu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07730388641357422
pm10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083038330078125
sleuth_ex2015,0.6499999999999999,0.18341748910243533,0.55,0.17655831757856338,0.7,0.1892154040658489,0.7166666666666667,0.27273194908074616,0.4333333333333334,0.1791612832955233,0.6833333333333333,0.22838671990104964,0.6666666666666667,0.20786985482077452,0.11666666666666667,0.0,0.5,0.0,8.571428571428571,7.0,0.0,0.0,2.0,60.0,7.0,,0.626843158974537,,0.6086393831148637,0.1523938471919586,153.1298848321185,47.07794050663566,251.81083131000983,426.2363899581887,63.51291731598542,4.992320706711731,32.30280943935568,60.32081356438871,4.703885438876859,20.442856788635254,2.7625365144508867,0.2702054617280151,0.6429876278214176,0.6472628599692607,14.751870323181151,2.5832290400409654,94.48571341378349,6.0184251138585205,65.87499980018252,5.213805006847368,67.58571325029645,5.392024566997271,20.05714307512556,3.331594994085165,0.8095238095238095,1.0,4.0,6.0,0.39293234595317666,74.42857033865792,6.8351344547183475,0.6472628599692607,15.791524969255878,1.6867124427736513,,-0.6506956250411337,0.22446669068283903,0.002479540529275611,0.003918386114923209,67.4019837455144,5.539194529733464,251.8108313100097,52.541210886265475,0.6070676540468234,15.0,4.8,1.65615734242165,0.06666666666666668,0.06546536707079771,118.97142857142856,81.57743642767151,0.5,0.04714045207910316,14.0,2.0,0.23333333333333334,2.0,0.816496580927726,2.3333333333333335,1.2110601416389968,4.0,1.889822365046136,0.13307448978907063,0.128632303412656,0.20729166666666668,0.15128456966705245,0.14285714285714288,0.1398907469277876,0.16108306428150815,0.0888490942613281,1.5841025324383577,0.0018015533792240977,0.07493235441106995,0.040180486378960024,1.0,8.81667668416808,2.47068111121332,0.06331743722267401,0.11342142122503811,0.0630932285135389,12.966519863080878,10.275759505032626,57.0210967080495,0.6931471805599453,-0.13754878865251016,0.0,0.10761004513858631,2.1385360075498645,9.256538981341812e-05,1.0,0.0,0.4848300970873787,0.8774011299435028,0.8541943008383085,0.08118472002423868,0.28548999456099255,,0.039977531070518234,,0.85,,0.4,,0.7599725936570556,0.30600792641462465,0.12312262007378849,,0.21666666666666667,,0.33333333333333337,,0.9608333333333333,0.6,0.502530380843887,0.07021762645967405,0.45,0.501692052213544,0.13333333333333333,0.34280333180088157,0.9166666666666666,0.11666666666666667,0.08333333333333333,0.7142857142857143,0.3333333333333333,0.01178511301977579,0.4444444444444444,0.12662653339569424,26.970833333333335,2.7253679842761627,0.48311034227794464,0.055208535282796976,13.466666666666667,1.7183682806728593,0.6344710751434725,0.13692754836774584,1.5345308780670166
wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1329336166381836
sleuth_ex1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09236669540405273
autoPrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10715770721435547
analcatdata_election2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10047769546508789
analcatdata_olympic2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08679723739624023
strikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07288837432861328
sleuth_ex1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07385873794555664
bodyfat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08131814002990723
rabe_265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09683680534362793
witmer_census_1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07293200492858887
pyrim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0844578742980957
triazines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11797666549682617
chscase_vine1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08681654930114746
chatfield_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06970381736755371
diggle_table_a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0717015266418457
stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08598160743713379
bolts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07144451141357422
analcatdata_gviolence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07144832611083984
rabe_131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07126188278198242
mu284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0699455738067627
pollution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09021115303039551
no2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08320045471191406
sleuth_case1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07228636741638184
visualizing_hamster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08150124549865723
rabe_148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07965230941772461
chscase_census6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09330320358276367
chscase_census5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06600546836853027
chscase_census4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06829071044921875
chscase_census3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07266879081726074
chscase_census2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09071207046508789
visualizing_galaxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06286168098449707
hutsof99_child_witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07578468322753906
sonar,0.7111904761904762,0.15815789699843635,0.6147619047619048,0.14280775160285747,0.6626190476190477,0.14900378854159393,0.6071428571428571,0.22911366459160637,0.6057142857142858,0.15982243233208288,0.4754761904761905,0.06967919506020319,0.5421428571428571,0.12055161074875533,0.28846153846153844,0.0,0.5,0.047593725656786844,3.466666666666667,60.0,0.0,0.0,2.0,208.0,60.0,,0.7881223216693454,,0.2293956639141567,0.17333862964135413,0.005587204754216601,0.009220263357222164,0.029133141835146096,0.08741516182728719,0.22408357280214905,0.2150124803560936,0.44494157124653433,0.17313292906285177,0.17203301402613774,0.20288249932054897,0.1548360898143085,2.1438861047943334,4.155478229099167,1.6394751032424886,0.14163030859374562,0.1062061329764961,0.6558233325680097,0.3769098841871051,0.2813212900667057,0.22768124200657547,0.2666124997776933,0.23687379807159817,0.018943333267210014,0.021299752212036165,0.07514124293785311,1.0,0.0,39.0,0.6211367939134791,0.6368799993007996,0.362544695133957,1.6394751032424886,0.1422378270444259,0.0951441852805755,1.2910385807663904,0.9533140835721654,0.9395121092229001,0.0006894288579850998,0.0011220386865203916,0.2719923808126682,0.2356521895366105,0.029133141835146096,0.02589373518956366,0.3788632060865209,23.0,4.909090909090909,1.1916012000302032,0.04545454545454545,0.08947410898518687,162.7047619047619,98.6637284077334,0.5,0.15371886547533642,22.0,0.36666666666666664,0.10096153846153846,3.0,1.7320508075688772,1.2222222222222223,0.42779263194649864,4.177777777777778,1.6961036751235687,0.16364823837002054,0.1162806792772314,0.18394886363636365,0.10018605020852595,0.016666666666666666,0.041107784757364645,0.04348633698443276,0.035582497605523414,2.321727773988792,0.00023852709022345053,0.01715976383621303,0.013992478857284081,0.9967295890208366,19.48223831357863,3.2672964248782974,0.042619056513129444,0.05116093813133069,0.04265764166136248,44.38086788066496,6.004452439722733,1.8323418461573981,0.6908803044104659,-0.05799538281939851,0.0,0.030142456767360423,5.685775054090229,1.334929490221215e-05,0.9967295890208366,0.009019788311090626,0.440033935164717,0.8688684503901896,0.9585574404536016,0.04365851077426973,0.1328994173225957,,1.0453390528506485e-06,,0.9471153846153846,,0.0,,0.7391957463146136,0.30459828621499174,0.04799820371215702,,0.06730769230769229,,0.11057692307692313,,0.9653984837278107,0.28846153846153844,0.4132694807212098,0.07786302052549428,0.14903846153846154,0.35698555223412315,0.27884615384615385,0.44951354854253267,0.7403846153846154,0.28846153846153844,0.08173076923076923,0.2833333333333333,0.2,0.0033364322998052334,0.32,0.032966059751311616,34.96604567307692,6.858366888709751,0.4932137011073842,0.03166548429294006,16.93419471153846,3.6462135367727497,2.1256093138625927,0.3036525998816244,8.301838636398315
diggle_table_a2,0.2612903225806452,0.010200895677962523,0.9838709677419356,0.05100447838981256,0.770967741935484,0.23677897898341063,0.8387096774193548,0.19114396596377609,0.9903225806451612,0.030602687033887545,0.2612903225806452,0.010200895677962523,0.0967741935483871,0.04301075268817204,0.025806451612903226,0.0,0.1111111111111111,0.02881238926231024,38.75,8.0,0.0,0.0,9.0,310.0,8.0,,0.5365924362045962,0.38826099438703754,0.7097794448027265,0.3604738593941778,1091.6164047999182,3277.9932730329556,4343.032890835257,11759.057739800892,136.41135931623555,194.94001898560512,55.762246438109564,127.19194974818544,189.105458073452,72.38738441746682,96.84848924082135,-0.797941716058689,0.7196762265692249,92.76046360402296,51.79128589831777,68.34491586628891,224.74540000781417,309.06517313033504,144.80141233977892,201.51595674250558,150.15974374301732,211.60663975444837,76.30318748392165,127.76390504260442,0.75,8.0,0.0,1.0,3.358677739072748,148.44221252389252,202.55230511378312,78.04394973961375,40.98418782309003,55.17068827678009,,0.11456518667970352,0.3803743836883075,0.004556145818876092,0.005797773273177402,144.47200356481937,200.7052967256907,4343.032890835257,6771.305434260827,0.00011045198190202714,9.0,3.3333333333333335,0.7071067811865475,0.1111111111111111,0.02881238926231024,28.666666666666668,7.211102550927978,0.1111111111111111,0.0,8.0,1.0,0.025806451612903226,2.0,0.816496580927726,8.0,,2.588235294117647,1.1757350641945108,0.2580005327400437,0.08275120230510061,0.3333333333333333,0.08838834764831843,0.125,0.3535533905932738,0.38871964310285734,0.30110594215865977,2.5836486639173604,0.0010196130410130987,0.46759242918811994,0.2296009291554062,3.120903063728351,2.125151794592032,4.235996365308653,0.6290577526870533,1.468555362337058,0.629260731681011,0.7593130842583583,1012.9393211158505,263.69266674688646,2.1632451594242017,-0.4386365002643847,0.0,0.4332838314571769,0.7576028653809559,0.00010994111624423545,0.9845353004592674,0.008044533011680843,0.14780563596117835,0.9216202108779622,0.16521743279140558,0.29592354904721757,0.02234334817783679,0.03643211125997725,0.0,0.0,0.0,0.0,0.0,0.0,0.9004602444641632,0.27829879986401623,0.0,0.0,0.0,0.0,0.0014021872407948338,0.005010889955568079,0.9542455775234131,0.07096774193548387,0.13089235720012132,0.08071695590558602,0.0,0.0,0.01935483870967742,0.13799149835148472,0.13225806451612904,0.025806451612903226,0.0032258064516129032,0.125,0.16666666666666666,0.007208005002979716,0.2777777777777778,0.0778593409005105,118.73145161290323,13.349683746756991,0.8210174907437741,0.027913063680349817,101.12016129032259,11.791836487201284,0.7192247325355213,0.07213017959703424,3.202507257461548
prnn_fglass,0.47186147186147187,0.02147601163944765,0.39242424242424245,0.08609804482079851,0.6168831168831169,0.09460192440452389,0.41601731601731606,0.12671656187238528,0.6502164502164502,0.12430014765050748,0.4209956709956709,0.06775387356303088,0.354978354978355,0.09176400055171512,0.04205607476635514,0.0,0.16666666666666666,0.13898760091092968,23.77777777777778,9.0,0.0,0.0,6.0,214.0,9.0,,0.4969998646933867,0.27262371582038686,0.22769839977628836,0.18299210082183545,0.11286394051053628,0.1787818673589954,0.7004470762772055,1.0172597097883096,10.86290091249894,23.65716079059849,2.4427437738877114,10.838965466734177,23.66144333088085,0.574737162846658,0.5046039211184087,9.53267971390311,16.631808482372364,5.4920840775970445,0.29590456489721934,0.2755396692704055,14.263770355118645,23.725678540958164,11.265851593870373,23.472755646350254,11.28918684191174,23.50211151913674,9.752349658144844,22.81569171391618,0.05555555555555555,5.0,0.0,8.0,1.5323390892370838,4.511420696973801,3.305210774595361,4.473446525208409,0.6895407766619672,0.5030935974521226,,1.6294989655731922,2.281160706211762,0.008961343715966666,0.009965682017666592,11.259923977551297,23.500829617149186,0.7004470762772054,0.8003105832783107,0.07850306954440815,50.0,7.24,2.3172820109704704,0.019999999999999997,0.03202936971401623,2456.539105339105,3766.600650272178,0.16666666666666666,0.10557777543908882,49.0,5.444444444444445,0.22897196261682243,4.083333333333333,2.503028468705763,5.444444444444445,4.333333333333334,6.3232323232323235,2.5865755583289163,0.0811211954274101,0.11118479762058897,0.087314453125,0.10137849436949951,0.1111111111111111,0.053532483518157245,0.08646069983674642,0.06958254586990041,2.0168573913192267,0.620017868913917,0.17215668455304828,0.15358342702419342,2.1765339923982006,6.175966711718478,3.840971415476929,0.5697344535835459,0.3524199682404983,0.1490519927012112,4.7228805773652525,19.702066747613245,3.713220689890377,1.5086584002236942,-0.24575324598901835,2.0,-0.09144142883482537,3.736323726881516,3.137393025471497e-06,0.8419982850006483,0.13573683529522218,0.2911410970959226,0.9085603966477995,0.737103455346527,0.226098057420263,0.0907841560286936,0.1151322638011685,0.0008503641319349863,0.0014903512633178296,0.2562574009990876,0.29209261766521344,0.0616228415472629,0.17553277773444012,0.8325654417660812,0.2837175145219661,0.02406999238284578,0.04475685512455364,0.04139710227509196,0.07346215041123562,0.04813800852684204,0.07864798248924713,0.970674294698227,0.5,0.3901718072393892,0.15888790769862612,0.27102803738317754,0.4455327234456733,0.6822429906542056,0.4666961259874259,0.5607476635514018,0.04205607476635514,0.02336448598130841,0.5555555555555556,0.225,0.12329561686435073,0.35127478753541075,0.11480972049559879,96.57593457943925,10.95413985092551,0.7152926312904717,0.12236875317005842,70.11799065420561,13.107948702333665,0.5703512943650617,0.2312183706101768,2.871588945388794
glass,0.4725108225108225,0.04591659161337722,0.40627705627705624,0.09241435716674806,0.6073593073593074,0.09693490408589603,0.45,0.12432213246439584,0.7145021645021644,0.1238102385809026,0.4398268398268398,0.08083255659013808,0.4023809523809524,0.05392898155159426,0.04205607476635514,0.0,0.16666666666666663,0.13898760091092968,23.77777777777778,9.0,0.0,0.0,6.0,214.0,9.0,,0.49699986756536896,0.2726237145820287,0.2276983997762883,0.18299210082183537,0.11286394051053628,0.1787818673589954,0.7004470762772055,1.0172597097883096,10.862900912498942,23.65716079059849,2.4427437738877114,10.838965466734177,23.66144333088085,0.574737162846658,0.5046039211184087,9.532679713903109,16.631808482372357,5.492083768282225,0.29590456489721934,0.2755396692704055,14.263770355118645,23.725678540958164,11.265851593870373,23.472755646350254,11.28918684191174,23.50211151913674,9.752349658144844,22.81569171391618,0.05555555555555555,5.0,0.0,8.0,1.5323391008099847,4.511420696973801,3.305210774595361,4.47344617639183,0.6895407766619672,0.5030935974521227,,1.6294989655731926,2.2811607062117614,0.008961343715966666,0.009965682017666592,11.259923977551297,23.500829617149186,0.7004470762772054,0.8003105832783107,0.0785030721968484,50.0,7.24,2.3172820109704704,0.019999999999999997,0.03202936971401623,2456.539105339105,3766.600650272178,0.16666666666666666,0.10557777543908882,49.0,5.444444444444445,0.22897196261682243,4.083333333333333,2.503028468705763,5.444444444444445,3.126943839882286,6.3232323232323235,2.5865755583289163,0.0811211954274101,0.11118479762058897,0.087314453125,0.10137849436949951,0.11111111111111109,0.06290494457382326,0.08646069983674642,0.06958254586990041,2.0168573913192267,0.620017868913917,0.17215668455304817,0.15358342702419334,2.1765339923982006,6.17596671171848,3.840971415476929,0.5697344535835459,0.35241996824049815,0.14905199270121094,4.722880577365255,19.702066747613245,3.7132206898903766,1.5086584002236945,-0.24575324598901838,2.0,-0.09144142883482537,3.736323726881375,3.137393025471497e-06,0.8419982850006484,0.13573683529522218,0.2911410970959226,0.9085603966477995,0.737103455346527,0.226098057420263,0.09078415602869495,0.1151322638011707,0.0008503641319349863,0.0014903512633178296,0.2562574009990876,0.29209261766521344,0.0616228415472629,0.17553277773444012,0.8325654417660798,0.2837175145219656,0.02397871989512494,0.04460350420365269,0.041446539921859975,0.07340793511263335,0.047744940468472205,0.07668222768072525,0.970674294698227,0.5,0.39017180723938916,0.15888790769862612,0.27102803738317754,0.4455327234456733,0.514018691588785,0.5009753113275967,0.5607476635514018,0.04205607476635514,0.02336448598130841,0.5555555555555556,0.225,0.12329561686435073,0.35127478753541075,0.11480972049559879,96.57593457943925,10.95413985092551,0.7152926312904717,0.12236875317005842,70.11799065420561,13.107948702333665,0.5703512943650618,0.23121837061017678,2.9515509605407715
